|I150|01012018|31012018|
|I155|31102001|BR01SAOZ01|5500500,00|C|0,00|0,00|5500500,00|C|
|I155|21103099|BR01SAOZ01|1385481,55|C|974440,86|2220397,52|2631438,21|C|
|I155|99991050|BR01SAOZ01|963326,68|C|0,00|0,00|963326,68|C|
|I155|31302040|BR01SAOZ01|0,00||0,00|345915,62|345915,62|C|
|I155|21102099|BR01SAOZ01|807163,70|C|707941,50|0,00|99222,20|C|
|I155|15101350|BR01SAOZ01|22561,74|C|0,00|43842,93|66404,67|C|
|I155|21111025|BR01SAOZ01|11849,86|C|65,19|565,16|12349,83|C|
|I155|15100450|BR01SAOZ01|1438,51|C|0,00|2409,35|3847,86|C|
|I155|47101010|BR01SAO |0,00||1137,79|3486,26|2348,47|C|
|I155|21111028|BR01SAOZ01|0,00||0,00|2045,44|2045,44|C|
|I155|57101010|BR01SAOCI3|0,00||0,00|1844,50|1844,50|C|
|I155|15100350|BR01SAOZ01|540,66|C|0,00|540,66|1081,32|C|
|I155|21111024|BR01SAOZ01|250,89|C|41,37|726,48|936,00|C|
|I155|57101010|BR01SAOCP2|0,00||180,83|1082,20|901,37|C|
|I155|21111020|BR01SAOZ01|22,12|C|24,14|164,68|162,66|C|
|I155|21111026|BR01SAOZ01|0,00||17,77|154,13|136,36|C|
|I155|21111023|BR01SAOZ01|0,00||0,00|102,75|102,75|C|
|I155|15101050|BR01SAOZ01|22,76|C|0,00|22,78|45,54|C|
|I155|21111014|BR01SAOZ01|3,59|C|0,00|26,76|30,35|C|
|I155|55101010|BR01SAOZ01|0,00||0,00|2,04|2,04|C|
|I155|21103060|BR01SAOZ01|0,00||1757,06|1757,06|0,00||
|I155|15999999|BR01SAOZ01|0,00||208760,09|208760,09|0,00||
|I155|99991030|BR01SAOZ01|0,00||912854,98|912854,98|0,00||
|I155|93120020|BR01SAOZ01|0,00||861791,06|861791,06|2561137080,19|D|
|I155|11235101|BR01SAOZ01|1,00|D|1865835,38|1865835,38|1,00|D|
|I155|57101020|BR01SAOCI3|0,00||9,70|0,00|9,70|D|
|I155|51502050|BR01SAOZ01|0,00||22,78|0,00|22,78|D|
|I155|57101010|BR01SAOCF3|0,00||26,43|0,00|26,43|D|
|I155|51502030|BR01ITJZ01|0,00||31,70|0,00|31,70|D|
|I155|11235102|BR01SAOZ01|0,00||1851,06|1803,96|47,10|D|
|I155|57101020|BR01SAOCF3|0,00||47,90|0,00|47,90|D|
|I155|11505024|BR01SAOZ01|0,00||131,24|0,00|131,24|D|
|I155|51100370|BR01BLMHE6|0,00||200,92|0,00|200,92|D|
|I155|51100370|BR01CWBHE6|0,00||200,92|0,00|200,92|D|
|I155|51502070|BR01SAOCU2|0,00||200,92|0,00|200,92|D|
|I155|57101020|BR01SAOCP2|0,00||232,20|0,00|232,20|D|
|I155|11505030|BR01SAOZ01|129,20|D|255,92|129,20|255,92|D|
|I155|51509908|BR01SAOCF3|0,00||287,00|0,00|287,00|D|
|I155|51502070|BR01SAOHTJ|0,00||356,56|0,00|356,56|D|
|I155|51502070|BR01SAOCL2|0,00||358,17|0,00|358,17|D|
|I155|51100370|BR01ITJHE6|0,00||365,72|0,00|365,72|D|
|I155|51509908|BR01SAOCP2|0,00||373,10|0,00|373,10|D|
|I155|51502020|BR01SAOZ01|0,00||540,66|0,00|540,66|D|
|I155|51509924|BR01SAOCI3|0,00||584,40|0,00|584,40|D|
|I155|51509913|BR01SAOCP2|0,00||600,00|0,00|600,00|D|
|I155|51509905|BR01SAOCF3|0,00||630,00|0,00|630,00|D|
|I155|51502070|BR01SAOCF5|0,00||659,16|0,00|659,16|D|
|I155|57101099|BR01SAOCP2|0,00||685,72|0,00|685,72|D|
|I155|51502070|BR01SAOHH4|0,00||695,30|0,00|695,30|D|
|I155|51509924|BR01SAOCF3|0,00||770,00|0,00|770,00|D|
|I155|51100370|BR01SSZCF1|0,00||860,08|0,00|860,08|D|
|I155|51100370|BR01SAOPE1|0,00||894,98|0,00|894,98|D|
|I155|51509905|BR01SAOCI3|0,00||950,00|0,00|950,00|D|
|I155|51509925|BR01SAOCI3|0,00||981,92|0,00|981,92|D|
|I155|21111099|BR01SAOZ01|0,00||1453,03|462,08|990,95|D|
|I155|51502030|BR01SAOCI3|0,00||997,77|0,00|997,77|D|
|I155|51502070|BR01SAOCF3|0,00||1061,02|0,00|1061,02|D|
|I155|51502070|BR01SAOCP2|0,00||1076,10|0,00|1076,10|D|
|I155|51502070|BR01SAOCI4|0,00||1153,52|0,00|1153,52|D|
|I155|51509902|BR01SAOCI3|0,00||1220,00|0,00|1220,00|D|
|I155|51502030|BR01SAOZ01|22737367544323,20|C|1379,88|0,00|1379,88|D|
|I155|51100370|BR01SAOPV1|0,00||1560,92|0,00|1560,92|D|
|I155|51100370|BR01SAOCF1|0,00||2013,62|0,00|2013,62|D|
|I155|51509924|BR01SAOCP2|0,00||2297,00|0,00|2297,00|D|
|I155|51509909|BR01SAOCP2|0,00||2300,69|0,00|2300,69|D|
|I155|51100370|BR01SSZHE6|0,00||2561,94|0,00|2561,94|D|
|I155|51509918|BR01SAOCI3|0,00||2564,00|0,00|2564,00|D|
